Transaction_ID,Date,Customer_ID,Gender,Age,Category,Sub-Category,Quantity,Unit_Price,Cost_Price,Total_Sales,Total Cost,Region,Opening_Inventory,Closing_Inventory,Profit,Profit_Margin,Average_Inventory,Inventory_Days,Month,Season,Slow_Moving,Overstocked
T00053,2023-05-23,CUST191,Male,51.0,Beauty,Haircare,2,677,495.0,1354,990,Maharashtra,100,98,364,26.88330871491876,99.0,2.2666174298375186,5,Spring,False,False
T00054,2023-06-02,CUST797,Male,39.0,Home & Kitchen,Furniture,2,1049,874.0,2098,1748,Tamil Nadu,119,117,350,16.682554814108673,118.0,1.6873212583412773,6,Summer,False,False
T00055,2023-09-28,CUST153,Female,54.0,Electronics,Mobiles,1,1021,845.0,1021,845,Uttar Pradesh,157,156,176,17.238001958863858,156.5,4.598432908912831,9,Fall,False,False
T00056,2023-01-05,CUST202,Male,21.0,Sports,Fitness,2,192,147.0,384,294,Uttar Pradesh,96,94,90,23.4375,95.0,7.669270833333334,1,Winter,True,False
T00057,2023-12-21,CUST922,Male,57.0,Sports,Sportswear,4,327,219.0,1308,876,Maharashtra,155,151,432,33.02752293577982,153.0,3.6261467889908254,12,Winter,False,False
T00058,2023-06-07,CUST758,Male,34.0,Home & Kitchen,Cookware,4,438,344.0,1752,1376,Uttar Pradesh,139,135,376,21.461187214611872,137.0,2.345890410958904,6,Summer,False,False
T00059,2023-08-17,CUST573,Female,38.654411764705884,Sports,Sportswear,3,918,726.0,2754,2178,Uttar Pradesh,107,104,576,20.915032679738562,105.5,1.1875453885257807,8,Summer,False,False
T00060,2023-05-02,CUST612,Male,51.0,Home & Kitchen,Decor,4,824,594.0,3296,2376,Uttar Pradesh,166,162,920,27.9126213592233,164.0,1.5424757281553398,5,Spring,False,False
T00061,2023-09-29,CUST288,Male,56.0,Electronics,Mobiles,4,805,599.0,3220,2396,Karnataka,125,121,824,25.59006211180124,123.0,1.1459627329192548,9,Fall,False,False
T00062,2023-06-03,CUST755,Male,54.0,Sports,Outdoor,2,129,113.0,258,226,Delhi,118,116,32,12.4031007751938,117.0,13.604651162790699,6,Summer,True,False
T00063,2023-02-16,CUST193,Female,22.0,Beauty,Skincare,4,162,115.0,648,460,Gujarat,134,130,188,29.01234567901235,132.0,5.703703703703704,2,Winter,False,False
T00064,2023-02-08,CUST711,Male,50.0,Clothing,Shirts,2,618,490.0,1236,980,Uttar Pradesh,59,57,256,20.711974110032365,58.0,1.313915857605178,2,Winter,False,False
T00065,2023-09-03,CUST936,Female,53.0,Electronics,Accessories,2,370,335.0,740,670,Maharashtra,196,194,70,9.45945945945946,195.0,7.905405405405405,9,Fall,True,False
T00066,2023-04-06,CUST868,Female,22.0,Sports,Fitness,1,278,247.0,278,247,Gujarat,51,50,31,11.151079136690647,50.5,5.449640287769784,4,Spring,True,False
T00067,2023-06-09,CUST574,Male,37.0,Home & Kitchen,Cookware,4,943,709.0,3772,2836,Gujarat,82,78,936,24.814422057264053,80.0,0.6362672322375398,6,Summer,False,False
T00068,2023-06-28,CUST526,Male,54.0,Home & Kitchen,Cookware,4,664,447.0,2656,1788,Gujarat,123,119,868,32.68072289156627,121.0,1.3667168674698795,6,Summer,False,False
T00069,2023-02-12,CUST655,Male,46.0,Electronics,Mobiles,1,367,293.0,367,293,Karnataka,84,83,74,20.16348773841962,83.5,6.370572207084469,2,Winter,True,False
T00070,2023-08-03,CUST948,Female,43.0,Clothing,Jackets,4,613,447.0,2452,1788,Delhi,164,160,664,27.07993474714519,162.0,2.0481239804241436,8,Summer,False,False
T00071,2023-04-15,CUST295,Female,28.0,Beauty,Haircare,1,171,135.0,171,135,Maharashtra,187,186,36,21.052631578947366,186.5,32.719298245614034,4,Spring,True,False
T00072,2023-12-23,CUST556,Female,41.0,Electronics,Mobiles,4,861,618.0,3444,2472,Delhi,85,81,972,28.222996515679444,83.0,0.747096399535424,12,Winter,False,False
T00073,2023-04-06,CUST763,Male,40.0,Clothing,Shirts,2,724,606.0,1448,1212,Delhi,62,60,236,16.298342541436465,61.0,1.2638121546961327,4,Spring,False,False
T00074,2023-10-06,CUST316,Male,52.0,Beauty,Haircare,1,578,440.0,578,440,Maharashtra,133,132,138,23.875432525951556,132.5,7.106401384083045,10,Fall,True,False
T00075,2023-08-05,CUST441,Female,30.0,Electronics,Accessories,3,213,190.0,639,570,Uttar Pradesh,196,193,69,10.7981220657277,194.5,9.435837245696401,8,Summer,True,False
T00076,2023-03-17,CUST364,Male,24.0,Electronics,Mobiles,4,1414,955.0,5656,3820,Tamil Nadu,132,128,1836,32.46110325318246,130.0,0.7125176803394626,3,Spring,False,False
T00077,2023-05-24,CUST984,Male,22.0,Sports,Outdoor,3,849,642.0,2547,1926,Gujarat,102,99,621,24.381625441696116,100.5,1.223203769140165,5,Spring,False,False
T00078,2023-05-31,CUST243,Male,56.0,Home & Kitchen,Cookware,1,1397,938.0,1397,938,Uttar Pradesh,191,190,459,32.85612025769506,190.5,4.2272727272727275,5,Spring,False,False
T00079,2023-08-11,CUST733,Female,22.0,Clothing,T-Shirts,3,1115,899.0,3345,2697,Karnataka,195,192,648,19.372197309417043,193.5,1.7932735426008968,8,Summer,False,False
T00080,2023-08-27,CUST687,Male,26.0,Clothing,Jeans,2,1234,853.0,2468,1706,Maharashtra,56,54,762,30.875202593192867,55.0,0.6908427876823339,8,Summer,False,False
T00081,2023-06-23,CUST752,Male,57.0,Home & Kitchen,Cookware,2,666,457.0,1332,914,Delhi,54,52,418,31.38138138138138,53.0,1.1936936936936937,6,Summer,False,False
T00082,2023-01-29,CUST264,Female,55.0,Clothing,T-Shirts,3,901,623.0,2703,1869,Tamil Nadu,135,132,834,30.854605993340734,133.5,1.5310765815760268,1,Winter,False,False
T00083,2023-05-25,CUST610,Female,24.0,Beauty,Skincare,1,785,633.0,785,633,Uttar Pradesh,68,67,152,19.363057324840767,67.5,2.6656050955414012,5,Spring,False,False
T00084,2023-12-30,CUST281,Male,56.0,Sports,Sportswear,3,399,553.7307949231797,1197,972,Gujarat,175,172,225,18.796992481203006,173.5,4.493316624895573,12,Winter,False,False
T00085,2023-06-22,CUST752,Female,45.0,Sports,Sportswear,2,173,151.0,346,302,Tamil Nadu,110,108,44,12.716763005780345,109.0,9.45086705202312,6,Summer,True,False
T00086,2023-12-27,CUST100,Male,20.0,Home & Kitchen,Furniture,1,395,314.0,395,314,Tamil Nadu,162,161,81,20.506329113924053,161.5,12.674683544303797,12,Winter,True,False
T00087,2023-11-08,CUST216,Male,23.0,Beauty,Skincare,2,165,111.0,330,222,Gujarat,110,108,108,32.72727272727273,109.0,9.909090909090908,11,Fall,True,False
T00088,2023-10-30,CUST248,Male,33.0,Electronics,Laptops,2,1368,932.0,2736,1864,Tamil Nadu,196,194,872,31.871345029239766,195.0,2.2094298245614032,10,Fall,False,False
T00089,2023-01-20,CUST540,Male,35.0,Sports,Outdoor,3,919,666.0,2757,1998,Delhi,50,47,759,27.529923830250276,48.5,0.5453391367428364,1,Winter,False,False
T00090,2023-02-23,CUST985,Female,20.0,Clothing,Jeans,4,1119,763.0,4476,3052,Maharashtra,123,119,1424,31.814119749776587,121.0,0.7569258266309205,2,Winter,False,False
T00091,2023-08-12,CUST883,Female,25.0,Electronics,Mobiles,2,688,510.0,1376,1020,Uttar Pradesh,57,55,356,25.872093023255815,56.0,1.261627906976744,8,Summer,False,False
T00092,2023-05-02,CUST447,Male,53.0,Electronics,Accessories,2,536,449.0,1072,898,Uttar Pradesh,77,75,174,16.23134328358209,76.0,2.1977611940298507,5,Spring,False,False
T00093,2023-08-08,CUST968,Female,58.0,Beauty,Skincare,4,1362,988.0,5448,3952,Delhi,194,190,1496,27.45961820851689,192.0,1.092511013215859,8,Summer,False,False
T00094,2023-07-20,CUST823,Male,30.0,Sports,Fitness,4,397,344.0,1588,1376,Maharashtra,84,80,212,13.350125944584383,82.0,1.6007556675062973,7,Summer,False,False
T00095,2023-09-10,CUST489,Male,35.0,Sports,Fitness,3,1013,753.0,3039,2259,Karnataka,59,56,780,25.666337611056267,57.5,0.5676209279368213,9,Fall,False,False
T00096,2023-11-08,CUST897,Female,22.0,Clothing,Jeans,3,663,470.0,1989,1410,Gujarat,195,192,579,29.11010558069382,193.5,2.9185520361990953,11,Fall,False,False
T00097,2023-08-12,CUST338,Female,28.0,Clothing,T-Shirts,1,974,775.0,974,775,Tamil Nadu,108,107,199,20.431211498973305,107.5,3.421457905544148,8,Summer,False,False
T00098,2023-10-10,CUST788,Male,30.0,Clothing,Jeans,1,661,522.0,661,522,Delhi,178,177,139,21.02874432677761,177.5,8.324508320726173,10,Fall,True,False
T00099,2023-11-07,CUST617,Female,45.0,Electronics,Laptops,1,813,581.0,813,581,Maharashtra,52,51,232,28.53628536285363,51.5,1.9003690036900367,11,Fall,False,False
T00100,2023-01-23,CUST664,Male,54.0,Clothing,Shirts,2,1037,865.0,2074,1730,Maharashtra,127,125,344,16.586306653809064,126.0,1.8833172613307618,1,Winter,False,False
T00101,2023-01-01,CUST150,Female,30.0,Beauty,Skincare,4,419,306.0,1676,1224,Karnataka,81,77,452,26.968973747016705,79.0,1.4612171837708832,1,Winter,False,False
T00102,2023-02-03,CUST447,Male,48.0,Clothing,Shirts,4,156,120.0,624,480,Maharashtra,167,163,144,23.076923076923077,165.0,7.403846153846154,2,Winter,True,False
T00103,2023-09-16,CUST990,Male,29.0,Clothing,T-Shirts,1,790,597.0,790,597,Tamil Nadu,106,105,193,24.430379746835442,105.5,4.006329113924051,9,Fall,False,False
T00104,2023-04-22,CUST866,Female,40.0,Beauty,Makeup,3,1093,806.0,3279,2418,Gujarat,124,121,861,26.2580054894785,122.5,1.120768526989936,4,Spring,False,False
T00105,2023-04-13,CUST521,Male,51.0,Electronics,Mobiles,2,877,647.0,1754,1294,Karnataka,128,126,460,26.225769669327253,127.0,2.172177879133409,4,Spring,False,False
T00106,2023-12-13,CUST534,Female,51.0,Sports,Outdoor,4,759,593.0,3036,2372,Tamil Nadu,128,124,664,21.870882740447957,126.0,1.2865612648221343,12,Winter,False,False
T00107,2023-01-30,CUST858,Male,59.0,Sports,Outdoor,3,1033,728.0,3099,2184,Karnataka,187,184,915,29.525653436592446,185.5,1.855598580187157,1,Winter,False,False
T00108,2023-07-03,CUST500,Male,27.0,Sports,Outdoor,1,427,332.0,427,332,Gujarat,83,82,95,22.24824355971897,82.5,5.989461358313817,7,Summer,True,False
T00109,2023-09-19,CUST152,Female,19.0,Home & Kitchen,Decor,1,384,288.0,384,288,Delhi,164,163,96,25.0,163.5,12.7734375,9,Fall,True,False
T00110,2023-04-21,CUST860,Male,40.0,Electronics,Laptops,3,789,626.0,2367,1878,Gujarat,193,190,489,20.659062103929024,191.5,2.427122940430925,4,Spring,False,False
T00111,2023-01-08,CUST459,Male,21.0,Beauty,Makeup,4,682,471.0,2728,1884,Tamil Nadu,142,138,844,30.93841642228739,140.0,1.5909090909090908,1,Winter,False,False
T00112,2023-06-09,CUST160,Female,36.0,Home & Kitchen,Furniture,1,305,252.0,305,252,Delhi,110,109,53,17.37704918032787,109.5,10.77049180327869,6,Summer,True,False
T00113,2023-01-22,CUST504,Male,23.0,Home & Kitchen,Furniture,1,722,581.0,722,581,Karnataka,95,94,141,19.529085872576175,94.5,4.057479224376731,1,Winter,False,False
T00114,2023-02-03,CUST177,Female,43.0,Sports,Fitness,1,443,389.0,443,389,Gujarat,96,95,54,12.18961625282167,95.5,6.036117381489842,2,Winter,True,False
T00115,2023-05-01,CUST313,Male,47.0,Beauty,Skincare,3,1044,929.0,3132,2787,Uttar Pradesh,75,72,345,11.015325670498084,73.5,0.7274904214559387,5,Spring,False,False
T00116,2023-10-19,CUST356,Male,25.0,Sports,Sportswear,1,953,638.0,953,638,Karnataka,96,95,315,33.05351521511018,95.5,3.1065057712486883,10,Fall,False,False
T00117,2023-05-07,CUST155,Male,39.0,Sports,Sportswear,2,819,656.0,1638,1312,Delhi,179,177,326,19.902319902319903,178.0,3.3687423687423688,5,Spring,False,False
T00118,2023-12-31,CUST765,Male,31.0,Clothing,Jackets,3,453,327.0,1359,981,Tamil Nadu,160,157,378,27.81456953642384,158.5,3.6155261221486388,12,Winter,False,False
T00119,2023-08-26,CUST462,Male,38.654411764705884,Sports,Outdoor,2,527,419.0,1054,838,Tamil Nadu,168,166,216,20.49335863377609,167.0,4.911764705882353,8,Summer,False,False
T00120,2023-01-28,CUST813,Male,56.0,Electronics,Laptops,1,973,857.0,973,857,Tamil Nadu,175,174,116,11.921891058581705,174.5,5.559609455292908,1,Winter,True,False
T00121,2023-10-27,CUST636,Male,34.0,Clothing,Jackets,1,870,634.0,870,634,Maharashtra,116,115,236,27.126436781609197,115.5,4.11551724137931,10,Fall,False,False
T00122,2023-08-21,CUST208,Female,35.0,Sports,Outdoor,3,873,626.0,2619,1878,Karnataka,160,157,741,28.29324169530355,158.5,1.876097747231768,8,Summer,False,False
T00123,2023-09-21,CUST468,Male,36.0,Clothing,Shirts,2,443,355.0,886,710,Delhi,75,73,176,19.864559819413092,74.0,2.505643340857788,9,Fall,False,False
T00124,2023-11-16,CUST837,Female,23.0,Electronics,Mobiles,1,1037,940.0,1037,940,Gujarat,70,69,97,9.35390549662488,69.5,2.0106075216972035,11,Fall,False,False
T00125,2023-07-17,CUST681,Male,21.0,Beauty,Haircare,2,325,268.0,650,536,Tamil Nadu,144,142,114,17.53846153846154,143.0,6.819999999999999,7,Summer,True,False
T00126,2023-06-01,CUST922,Male,26.0,Clothing,T-Shirts,3,162,146.0,486,438,Delhi,85,82,48,9.876543209876543,83.5,5.154320987654321,6,Summer,True,False
T00127,2023-08-11,CUST105,Female,19.0,Beauty,Haircare,4,1406,973.0,5624,3892,Delhi,183,179,1732,30.79658605974395,181.0,0.997688477951636,8,Summer,False,False
T00128,2023-04-28,CUST980,Male,47.0,Sports,Sportswear,4,1072,751.0,4288,3004,Uttar Pradesh,128,124,1284,29.94402985074627,126.0,0.8815298507462687,4,Spring,False,False
T00129,2023-07-22,CUST491,Female,43.0,Electronics,Mobiles,3,1010,855.0,3030,2565,Maharashtra,167,164,465,15.346534653465346,165.5,1.6932343234323433,7,Summer,False,False
T00130,2023-11-20,CUST886,Male,37.0,Electronics,Laptops,1,1001,763.0,1001,763,Tamil Nadu,50,49,238,23.776223776223777,49.5,1.4835164835164836,11,Fall,False,False
T00131,2023-03-31,CUST753,Male,55.0,Electronics,Accessories,1,818,555.0,818,555,Delhi,126,125,263,32.15158924205379,125.5,4.756112469437653,3,Spring,False,False
T00132,2023-09-16,CUST772,Female,23.0,Electronics,Laptops,2,671,509.0,1342,1018,Delhi,187,185,324,24.14307004470939,186.0,4.157973174366617,9,Fall,False,False
T00133,2023-06-21,CUST997,Male,30.0,Beauty,Haircare,4,996,829.0,3984,3316,Maharashtra,150,146,668,16.76706827309237,148.0,1.114457831325301,6,Summer,False,False
T00134,2023-11-25,CUST884,Male,26.0,Clothing,T-Shirts,3,706,526.0,2118,1578,Tamil Nadu,143,140,540,25.495750708215297,141.5,2.004249291784703,11,Fall,False,False
T00135,2023-04-05,CUST916,Male,22.0,Electronics,Accessories,2,975,771.0,1950,1542,Karnataka,166,164,408,20.923076923076923,165.0,2.5384615384615383,4,Spring,False,False
T00136,2023-05-17,CUST687,Female,52.0,Home & Kitchen,Furniture,3,1297,934.0,3891,2802,Maharashtra,109,106,1089,27.987663839629917,107.5,0.8564636340272423,5,Spring,False,False
T00137,2023-11-16,CUST448,Male,25.0,Sports,Outdoor,3,963,816.0,2889,2448,Gujarat,79,76,441,15.264797507788161,77.5,0.8047767393561787,11,Fall,False,False
T00138,2023-10-18,CUST824,Male,54.0,Clothing,T-Shirts,1,422,312.0,422,312,Gujarat,111,110,110,26.066350710900476,110.5,8.117298578199051,10,Fall,True,False
T00139,2023-05-12,CUST700,Male,59.0,Beauty,Haircare,1,915,715.0,915,715,Gujarat,153,152,200,21.85792349726776,152.5,5.166666666666667,5,Spring,False,False
T00140,2023-01-14,CUST899,Male,55.0,Electronics,Accessories,1,1006,773.0,1006,773,Tamil Nadu,194,193,233,23.1610337972167,193.5,5.96272365805169,1,Winter,False,False
T00141,2023-08-13,CUST602,Male,19.0,Home & Kitchen,Cookware,2,191,160.0,382,320,Delhi,88,86,62,16.230366492146597,87.0,7.060209424083769,8,Summer,True,False
T00142,2023-07-17,CUST745,Female,20.0,Beauty,Makeup,3,1043,757.0,3129,2271,Uttar Pradesh,64,61,858,27.4209012464046,62.5,0.619207414509428,7,Summer,False,False
T00143,2023-04-21,CUST768,Male,50.0,Beauty,Skincare,4,1020,767.0,4080,3068,Karnataka,87,83,1012,24.80392156862745,85.0,0.625,4,Spring,False,False
T00144,2023-04-07,CUST510,Female,50.0,Sports,Outdoor,2,394,284.0,788,568,Gujarat,54,52,220,27.918781725888326,53.0,2.017766497461929,4,Spring,False,False
T00145,2023-05-03,CUST941,Male,50.0,Electronics,Accessories,2,960,839.0,1920,1678,Karnataka,158,156,242,12.604166666666666,157.0,2.534895833333333,5,Spring,False,False
T00146,2023-08-04,CUST795,Male,32.0,Beauty,Haircare,1,758,586.0,758,586,Tamil Nadu,117,116,172,22.691292875989447,116.5,4.764511873350923,8,Summer,False,False
T00147,2023-11-28,CUST784,Female,19.0,Clothing,T-Shirts,3,933,677.0,2799,2031,Karnataka,85,82,768,27.438370846730976,83.5,0.894962486602358,11,Fall,False,False
T00148,2023-10-09,CUST910,Male,44.0,Home & Kitchen,Cookware,1,1252,844.0,1252,844,Delhi,153,152,408,32.587859424920126,152.5,3.7759584664536736,10,Fall,False,False
T00149,2023-02-07,CUST233,Female,25.0,Beauty,Makeup,3,763,516.0,2289,1548,Delhi,189,186,741,32.37221494102228,187.5,2.293577981651376,2,Winter,False,False
T00150,2023-08-06,CUST240,Female,57.0,Electronics,Mobiles,2,229,191.0,458,382,Tamil Nadu,153,151,76,16.593886462882097,152.0,10.2882096069869,8,Summer,True,False
T00151,2023-11-12,CUST782,Male,29.0,Clothing,Jackets,4,839,609.0,3356,2436,Maharashtra,169,165,920,27.413587604290825,167.0,1.4928486293206198,11,Fall,False,False
